question,query,qsq_list_idx,question_idx,answer
What is the size of the angle formed between the a-axis and c-axis for the unit cell of MOFs 'HKUST-1'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'HKUST-1' RETURN m.refcode, m.name, m.cell_angles",46,3,"[{""m.refcode"": ""DOTSOV42"", ""m.name"": ""HKUST-1"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""FIQCEN"", ""m.name"": ""HKUST-1|Teaching Subset: MOFs"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""FUNGAZ"", ""m.name"": ""HKUST-1 (as synthesised)"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""LUDLED"", ""m.name"": ""HKUST-1"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""WULJUJ"", ""m.name"": ""HKUST-1 0.56(dideuteroacetylene)"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}]"
What type of radiation was used in the experiment to determine the structure of MOFs with the name 'MOF-5'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'MOF-5' RETURN m.refcode, m.name, m.radiation_source",36,3,"[{""m.refcode"": ""FAYPUS"", ""m.name"": ""DMOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""LASYOU"", ""m.name"": ""MOF-505"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR01"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR02"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR03"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR04"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR05"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR06"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR07"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR08"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR09"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR10"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR11"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR12"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR13"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR14"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR15"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR16"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR17"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR18"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR19"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""MIBQAR20"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OFEDAH"", ""m.name"": ""GR-MOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OMUKUE"", ""m.name"": ""TPMOF-5"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OTECEX"", ""m.name"": ""\u0394-MOF-520 unknown solvate"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OTECUN"", ""m.name"": ""\u039b-MOF-520 trimesate unknown solvate"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OTEDEY"", ""m.name"": ""\u039b-MOF-520 3-(t-butoxycarbonylamino)propan-1,2-diolato unknown solvate"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OTEDOI"", ""m.name"": ""\u039b-MOF-520 unknown solvate"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""OTEDUO"", ""m.name"": ""\u039b-MOF-520 methanolate unknown solvate"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QEFWUV"", ""m.name"": ""MOF-545"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXQEC"", ""m.name"": ""-MOF-520-24"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXQIG"", ""m.name"": ""-MOF-520-25"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXQUS"", ""m.name"": ""-MOF-520-27"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXRAZ"", ""m.name"": ""-MOF-520-28"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXRIH"", ""m.name"": ""-MOF-520-31-activated"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXRON"", ""m.name"": ""-MOF-520-S-32"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXSAA"", ""m.name"": ""-MOF-520-22"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXSOO"", ""m.name"": ""-MOF-520-R-32"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXSUU"", ""m.name"": ""\u0394-MOF-520-17"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXTOP"", ""m.name"": ""\u0394-MOF-520-21"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""QOXVEH"", ""m.name"": ""-MOF-520 N,N-dimethylformamide solvate"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""RIXPOF"", ""m.name"": ""MOF-519"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""RUVKAV"", ""m.name"": ""catena-[(\u03bc8-5,5'-Buta-1,3-diyne-1,4-diyldibenzene-1,3-dicarboxylato)-diaqua-di-copper(ii) dimethylformamide solvate trihydrate]|MOF-505"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""SAHYIK"", ""m.name"": ""MOF-5|Teaching Subset: MOFs"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""SUFJEK"", ""m.name"": ""PMOF-55"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""TIHROU"", ""m.name"": ""MOF-591"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""TIHRUA"", ""m.name"": ""MOF-592"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""TIHTUC"", ""m.name"": ""MOF-590"", ""m.radiation_source"": ""X-ray""}, {""m.refcode"": ""VUSKEA01"", ""m.name"": ""MOF-5"", ""m.radiation_source"": ""X-ray""}]"
What is the time used in the synthesis of MOF-3?,"MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_time]->(st:Synthesis_Time) WHERE m.name CONTAINS 'MOF-3' RETURN st.Value, st.Unit",89,0,"[{""st.Value"": ""72"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""72"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}]"
What is the total number of authors for publications about HKUST-1?,"MATCH (m:MOF {name: ""HKUST-1""})-[:has_publication]->(p:Publication)-[:has_author]->(a:Author) RETURN count(distinct a);",157,0,"[{""count(distinct a)"": 11}]"
How is the temperature in the synthesis of MOF-3 quantified?,"MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_temperature]->(t:Synthesis_Temperature) WHERE m.name CONTAINS 'MOF-3' RETURN t.Value, t.Unit",88,3,"[{""t.Value"": 393.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 453.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 353.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 353.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 398.15, ""t.Unit"": ""K1.0""}]"
What is the most popular synthesis name in the database?,"MATCH (n:Synthesis_Procedure)-[:has_publication]-() RETURN n.name, count(n) as freq ORDER BY freq DESC LIMIT 1",76,0,"[{""n.name"": """", ""freq"": 1362}]"
What is the most common metal used in creating MOFs?,"MATCH (m:MOF)-[r:has_metal]->(c:Metal) RETURN c.name, count(c) as freq ORDER BY freq DESC LIMIT 1",67,1,"[{""c.name"": ""[Zn]"", ""freq"": 1179}]"
What is the publication title for the synthesis procedure that has the highest MOratio among MOFs 'MOF-3'?,MATCH (m:MOF)-[:has_publication]->(p:Publication)<-[:has_publication]-(s:Synthesis_Procedure) WHERE m.name CONTAINS 'MOF-3' WITH max(s.MOratio) as max MATCH (m1:MOF)-[:has_publication]->(p1:Publication)<-[:has_publication]-(s1:Synthesis_Procedure) MATCH (p1)-[:has_title]-(t:Title) WHERE (m1.name CONTAINS 'MOF-3') and (s1.MOratio=max) RETURN t.title,128,0,"[{""t.title"": ""Highly Luminescent Metal\u2013Organic Frameworks Based on an Aggregation-Induced Emission Ligand as Chemical Sensors for Nitroaromatic Compounds""}]"
What is the SMILES code for the organic precursor used in the synthesis of HKUST-1?,MATCH (s:Synthesis_Procedure)-[:has_publication]->(:Publication)<-[:has_publication]-(m:MOF) MATCH (s)-[:has_organic_precursor]->(mp:Synthesis_Organic_Precursor) WHERE m.name CONTAINS 'HKUST-1' RETURN mp.smiles,103,0,"[{""mp.smiles"": ""O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1""}, {""mp.smiles"": ""O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1""}]"
What is the unit for the temperature used in the synthesis of MOF-3?,"MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_temperature]->(t:Synthesis_Temperature) WHERE m.name CONTAINS 'MOF-3' RETURN t.Value, t.Unit",88,0,"[{""t.Value"": 393.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 453.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 353.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 353.15, ""t.Unit"": ""K1.0""}, {""t.Value"": 398.15, ""t.Unit"": ""K1.0""}]"
What is the average number of atoms per MOF-5 structure?,"MATCH (m:MOF)-[:has_atom]->(a:Atom) WHERE m.name CONTAINS 'MOF-5'  WITH count(DISTINCT m.name) AS num_mof, count(DISTINCT a.name) AS num_atom RETURN toFloat(num_atom) / toFloat(num_mof)",140,0,"[{""toFloat(num_atom) / toFloat(num_mof)"": 38.827586206896555}]"
Can you provide a list of the 5 most frequently used organic linkers in MOF synthesis?,"MATCH (m:MOF)-[r:has_organicLinker]->(c:Organic_Linker) RETURN c.name, count(c) as freq ORDER BY freq DESC LIMIT 5",70,1,"[{""c.name"": ""[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]"", ""freq"": 510}, {""c.name"": ""[O-]C(=O)c1ccc(cc1)C(=O)[O-]"", ""freq"": 383}, {""c.name"": ""[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]"", ""freq"": 272}, {""c.name"": ""[O-]C=O"", ""freq"": 259}, {""c.name"": ""[O-]C(=O)C(=O)[O-]"", ""freq"": 245}]"
What is the hue of MOF 'MOF-5'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'MOF-5' RETURN m.refcode, m.name, m.color",26,2,"[{""m.refcode"": ""FAYPUS"", ""m.name"": ""DMOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""LASYOU"", ""m.name"": ""MOF-505"", ""m.color"": ""blue""}, {""m.refcode"": ""MIBQAR"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR01"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR02"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR03"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR04"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR05"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR06"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR07"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR08"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR09"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR10"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR11"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR12"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR13"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR14"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR15"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR16"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR17"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR18"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR19"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR20"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""OFEDAH"", ""m.name"": ""GR-MOF-5"", ""m.color"": ""light green""}, {""m.refcode"": ""OMUKUE"", ""m.name"": ""TPMOF-5"", ""m.color"": ""yellow""}, {""m.refcode"": ""OTECEX"", ""m.name"": ""\u0394-MOF-520 unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTECUN"", ""m.name"": ""\u039b-MOF-520 trimesate unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTEDEY"", ""m.name"": ""\u039b-MOF-520 3-(t-butoxycarbonylamino)propan-1,2-diolato unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTEDOI"", ""m.name"": ""\u039b-MOF-520 unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTEDUO"", ""m.name"": ""\u039b-MOF-520 methanolate unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""QEFWUV"", ""m.name"": ""MOF-545"", ""m.color"": ""red brown""}, {""m.refcode"": ""QOXQEC"", ""m.name"": ""-MOF-520-24"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXQIG"", ""m.name"": ""-MOF-520-25"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXQUS"", ""m.name"": ""-MOF-520-27"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXRAZ"", ""m.name"": ""-MOF-520-28"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXRIH"", ""m.name"": ""-MOF-520-31-activated"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXRON"", ""m.name"": ""-MOF-520-S-32"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXSAA"", ""m.name"": ""-MOF-520-22"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXSOO"", ""m.name"": ""-MOF-520-R-32"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXSUU"", ""m.name"": ""\u0394-MOF-520-17"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXTOP"", ""m.name"": ""\u0394-MOF-520-21"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXVEH"", ""m.name"": ""-MOF-520 N,N-dimethylformamide solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""RIXPOF"", ""m.name"": ""MOF-519"", ""m.color"": ""colorless""}, {""m.refcode"": ""RUVKAV"", ""m.name"": ""catena-[(\u03bc8-5,5'-Buta-1,3-diyne-1,4-diyldibenzene-1,3-dicarboxylato)-diaqua-di-copper(ii) dimethylformamide solvate trihydrate]|MOF-505"", ""m.color"": ""green""}, {""m.refcode"": ""SAHYIK"", ""m.name"": ""MOF-5|Teaching Subset: MOFs"", ""m.color"": """"}, {""m.refcode"": ""SUFJEK"", ""m.name"": ""PMOF-55"", ""m.color"": ""colorless""}, {""m.refcode"": ""TIHROU"", ""m.name"": ""MOF-591"", ""m.color"": ""light yellow""}, {""m.refcode"": ""TIHRUA"", ""m.name"": ""MOF-592"", ""m.color"": ""light yellow""}, {""m.refcode"": ""TIHTUC"", ""m.name"": ""MOF-590"", ""m.color"": """"}, {""m.refcode"": ""VUSKEA01"", ""m.name"": ""MOF-5"", ""m.color"": """"}]"
What is the most commonly employed synthesis name in the MOF database?,"MATCH (n:Synthesis_Procedure)-[:has_publication]-() RETURN n.name, count(n) as freq ORDER BY freq DESC LIMIT 1",76,2,"[{""n.name"": """", ""freq"": 1362}]"
What is the solvent utilized in the creation of HKUST-1?,MATCH (s:Synthesis_Procedure)-[:has_publication]->(:Publication)<-[:has_publication]-(m:MOF) MATCH (s)-[:has_solvent_precursor]->(mp:Synthesis_Solvent_Precursor) WHERE m.name CONTAINS 'HKUST-1' RETURN mp.name,104,1,"[{""mp.name"": ""N,N-dimethylformamide""}, {""mp.name"": ""/ethanol""}, {""mp.name"": ""DMF""}, {""mp.name"": ""/H2O""}, {""mp.name"": ""N,N-dimethylformamide""}, {""mp.name"": ""/ethanol""}, {""mp.name"": ""DMF""}, {""mp.name"": ""/H2O""}]"
In which year the synthesis procedure and properties of HKUST-1 was published?,MATCH (m:MOF)-[:has_publication]-(p:Publication)-[:has_publication]-(s:Synthesis_Procedure) WHERE m.name CONTAINS 'HKUST-1' RETURN p.year,98,0,"[{""p.year"": 2009}, {""p.year"": 2009}]"
What is the identity of the metal employed in the production of MOF-5?,"MATCH (m:MOF {name: ""MOF-5""})-[:has_metal]->(metal:Metal) RETURN DISTINCT metal.name;",146,2,"[{""metal.name"": ""[Zn][O]([Zn])([Zn])[Zn]""}]"
What is the denomination of time used in the production of MOF-3?,"MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_time]->(st:Synthesis_Time) WHERE m.name CONTAINS 'MOF-3' RETURN st.Value, st.Unit",90,3,"[{""st.Value"": ""72"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""72"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}]"
What is the name of the synthesis operation used in the synthesis of MOF-3?,MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_operation]->(so:Synthesis_Operation) WHERE m.name CONTAINS 'MOF-3' RETURN so.name,93,0,"[{""so.name"": ""heat""}, {""so.name"": ""dry""}, {""so.name"": ""prepare""}, {""so.name"": ""wash""}, {""so.name"": ""prepare""}, {""so.name"": ""heat""}, {""so.name"": ""wash""}, {""so.name"": ""dry""}, {""so.name"": ""cool""}, {""so.name"": ""wait""}, {""so.name"": ""prepare""}, {""so.name"": ""prepare""}, {""so.name"": ""wait""}, {""so.name"": ""wait""}, {""so.name"": ""prepare""}]"
What is the chemical formula of the metal precursor utilized in the synthesis of MOF-3?,MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_metal_precursor]->(mp:Synthesis_Metal_Precursor) WHERE m.name CONTAINS 'MOF-3' RETURN DISTINCT mp.formula,82,1,"[{""mp.formula"": """"}, {""mp.formula"": ""PrCl3$7H2O""}, {""mp.formula"": ""ZnN2O6$6H2O""}, {""mp.formula"": ""CdN2O6$4H2O""}]"
"How much void space, as a percentage, does the MOF IRMOF-74 possess?","MATCH (m:MOF) WHERE m.name CONTAINS 'IRMOF-74' RETURN m.refcode, m.name, m.percentage_void_space ORDER BY m.percentage_void_space",9,1,"[{""m.refcode"": ""RAVWOC"", ""m.name"": ""IRMOF-74-V-hex"", ""m.percentage_void_space"": 66.164}, {""m.refcode"": ""RAVWAO"", ""m.name"": ""IRMOF-74-III"", ""m.percentage_void_space"": 66.538}, {""m.refcode"": ""RAVVUH"", ""m.name"": ""IRMOF-74-II"", ""m.percentage_void_space"": 67.191}, {""m.refcode"": ""GINYIO"", ""m.name"": ""Ni-IRMOF-74-III"", ""m.percentage_void_space"": 67.223}, {""m.refcode"": ""GINYAG"", ""m.name"": ""Ni-IRMOF-74-II"", ""m.percentage_void_space"": 67.715}, {""m.refcode"": ""RAVWES"", ""m.name"": ""IRMOF-74-IV"", ""m.percentage_void_space"": 72.939}, {""m.refcode"": ""GINYOU"", ""m.name"": ""Ni-IRMOF-74-IV"", ""m.percentage_void_space"": 72.971}, {""m.refcode"": ""RAVXET"", ""m.name"": ""IRMOF-74-VI-oeg"", ""m.percentage_void_space"": 75.375}, {""m.refcode"": ""GINYUA"", ""m.name"": ""Ni-IRMOF-74-V"", ""m.percentage_void_space"": 76.732}, {""m.refcode"": ""RAVXAP"", ""m.name"": ""IRMOF-74-VII"", ""m.percentage_void_space"": 78.578}, {""m.refcode"": ""RAVWUI"", ""m.name"": ""IRMOF-74-VI"", ""m.percentage_void_space"": 79.822}, {""m.refcode"": ""RAVXIX"", ""m.name"": ""IRMOF-74-IX"", ""m.percentage_void_space"": 83.153}, {""m.refcode"": ""RAVXOD"", ""m.name"": ""IRMOF-74-XI"", ""m.percentage_void_space"": 85.617}]"
